"","DATE","Block","Plot","Rotation","Quadrat","Wavelength","Reflectance"
"1",2016-06-23,"1","12","S4","1201",460,7.15
"2",2016-06-23,"1","12","S4","1202",460,6.055
"3",2016-06-23,"1","12","S4","1203",460,5.895
"4",2016-06-23,"1","12","S4","1204",460,5.92
"5",2016-06-23,"1","12","S4","1205",460,6.1
"6",2016-06-23,"1","12","S4","1206",460,6.255
"7",2016-06-23,"1","12","S4","1207",460,5.63
"8",2016-06-23,"1","12","S4","1208",460,5.63
"9",2016-06-23,"1","12","S4","1209",460,5.755
"10",2016-06-23,"1","12","S4","1210",460,5.475
"11",2016-06-23,"1","12","S4","1211",460,4.87
"12",2016-06-23,"1","12","S4","1212",460,4.955
"13",2016-06-23,"1","12","S4","1213",460,4.705
"14",2016-06-23,"1","12","S4","1214",460,4.79
"15",2016-06-23,"1","12","S4","1215",460,4.605
"16",2016-06-23,"1","12","S4","1216",460,4.595
"17",2016-06-23,"1","12","S4","1217",460,4.78
"18",2016-06-23,"1","12","S4","1218",460,4.58
"19",2016-06-23,"1","12","S4","1219",460,4.585
"20",2016-06-23,"1","12","S4","1220",460,4.445
"21",2016-06-23,"1","15","S3","1501",460,6.34
"22",2016-06-23,"1","15","S3","1502",460,6.3
"23",2016-06-23,"1","15","S3","1503",460,6.025
"24",2016-06-23,"1","15","S3","1504",460,5.875
"25",2016-06-23,"1","15","S3","1505",460,5.405
"26",2016-06-23,"1","15","S3","1506",460,5.515
"27",2016-06-23,"1","15","S3","1507",460,5.635
"28",2016-06-23,"1","15","S3","1508",460,5.68
"29",2016-06-23,"1","15","S3","1509",460,5.48
"30",2016-06-23,"1","15","S3","1510",460,5.4
"31",2016-06-23,"1","15","S3","1511",460,5.415
"32",2016-06-23,"1","15","S3","1512",460,4.4
"33",2016-06-23,"1","15","S3","1513",460,4.79
"34",2016-06-23,"1","15","S3","1514",460,4.38
"35",2016-06-23,"1","15","S3","1515",460,4.72
"36",2016-06-23,"1","15","S3","1516",460,4.585
"37",2016-06-23,"1","15","S3","1517",460,4.81
"38",2016-06-23,"1","15","S3","1518",460,4.855
"39",2016-06-23,"1","15","S3","1519",460,4.905
"40",2016-06-23,"1","15","S3","1520",460,4.73
"41",2016-06-23,"1","19","S2","1901",460,4.985
"42",2016-06-23,"1","19","S2","1902",460,5.175
"43",2016-06-23,"1","19","S2","1903",460,4.995
"44",2016-06-23,"1","19","S2","1904",460,5.02
"45",2016-06-23,"1","19","S2","1905",460,5.52
"46",2016-06-23,"1","19","S2","1906",460,4.94
"47",2016-06-23,"1","19","S2","1907",460,4.725
"48",2016-06-23,"1","19","S2","1908",460,4.795
"49",2016-06-23,"1","19","S2","1909",460,4.595
"50",2016-06-23,"1","19","S2","1910",460,4.4
"51",2016-06-23,"1","19","S2","1911",460,5.71
"52",2016-06-23,"1","19","S2","1912",460,6.455
"53",2016-06-23,"1","19","S2","1913",460,6.14
"54",2016-06-23,"1","19","S2","1914",460,6.285
"55",2016-06-23,"1","19","S2","1915",460,6.33
"56",2016-06-23,"1","19","S2","1916",460,6.305
"57",2016-06-23,"1","19","S2","1917",460,6.225
"58",2016-06-23,"1","19","S2","1918",460,5.765
"59",2016-06-23,"1","19","S2","1919",460,6.025
"60",2016-06-23,"1","19","S2","1920",460,5.77
"61",2016-06-23,"2","21","S4","2101",460,4.87
"62",2016-06-23,"2","21","S4","2102",460,4.205
"63",2016-06-23,"2","21","S4","2103",460,4.515
"64",2016-06-23,"2","21","S4","2104",460,4.42
"65",2016-06-23,"2","21","S4","2105",460,4.755
"66",2016-06-23,"2","21","S4","2106",460,4.99
"67",2016-06-23,"2","21","S4","2107",460,4.37
"68",2016-06-23,"2","21","S4","2108",460,4.37
"69",2016-06-23,"2","21","S4","2109",460,4.225
"70",2016-06-23,"2","21","S4","2110",460,4.255
"71",2016-06-23,"2","21","S4","2111",460,6.405
"72",2016-06-23,"2","21","S4","2112",460,6.255
"73",2016-06-23,"2","21","S4","2113",460,5.925
"74",2016-06-23,"2","21","S4","2114",460,5.74
"75",2016-06-23,"2","21","S4","2115",460,5.42
"76",2016-06-23,"2","21","S4","2116",460,5.515
"77",2016-06-23,"2","21","S4","2117",460,5.78
"78",2016-06-23,"2","21","S4","2118",460,6.275
"79",2016-06-23,"2","21","S4","2119",460,6.395
"80",2016-06-23,"2","21","S4","2120",460,5.26
"81",2016-06-23,"2","26","S3","2601",460,5.88
"82",2016-06-23,"2","26","S3","2602",460,5.135
"83",2016-06-23,"2","26","S3","2603",460,5.16
"84",2016-06-23,"2","26","S3","2604",460,5.69
"85",2016-06-23,"2","26","S3","2605",460,5.2
"86",2016-06-23,"2","26","S3","2606",460,5.145
"87",2016-06-23,"2","26","S3","2607",460,5.04
"88",2016-06-23,"2","26","S3","2608",460,4.69
"89",2016-06-23,"2","26","S3","2609",460,4.74
"90",2016-06-23,"2","26","S3","2610",460,4.405
"91",2016-06-23,"2","26","S3","2611",460,4.88
"92",2016-06-23,"2","26","S3","2612",460,4.445
"93",2016-06-23,"2","26","S3","2613",460,4.74
"94",2016-06-23,"2","26","S3","2614",460,4.755
"95",2016-06-23,"2","26","S3","2615",460,4.365
"96",2016-06-23,"2","26","S3","2616",460,4.245
"97",2016-06-23,"2","26","S3","2617",460,4.625
"98",2016-06-23,"2","26","S3","2618",460,4.215
"99",2016-06-23,"2","26","S3","2619",460,4.215
"100",2016-06-23,"2","26","S3","2620",460,4.385
"101",2016-06-23,"2","27","S2","2701",460,5.365
"102",2016-06-23,"2","27","S2","2702",460,4.985
"103",2016-06-23,"2","27","S2","2703",460,5.04
"104",2016-06-23,"2","27","S2","2704",460,5.465
"105",2016-06-23,"2","27","S2","2705",460,5.44
"106",2016-06-23,"2","27","S2","2706",460,5.87
"107",2016-06-23,"2","27","S2","2707",460,5.585
"108",2016-06-23,"2","27","S2","2708",460,5.915
"109",2016-06-23,"2","27","S2","2709",460,5.375
"110",2016-06-23,"2","27","S2","2710",460,5.77
"111",2016-06-23,"2","27","S2","2711",460,4.465
"112",2016-06-23,"2","27","S2","2712",460,4.37
"113",2016-06-23,"2","27","S2","2713",460,4.23
"114",2016-06-23,"2","27","S2","2714",460,4.195
"115",2016-06-23,"2","27","S2","2715",460,4.325
"116",2016-06-23,"2","27","S2","2716",460,4.155
"117",2016-06-23,"2","27","S2","2717",460,4.31
"118",2016-06-23,"2","27","S2","2718",460,4.22
"119",2016-06-23,"2","27","S2","2719",460,4.17
"120",2016-06-23,"2","27","S2","2720",460,4.275
"121",2016-06-23,"3","31","S4","3101",460,5.41
"122",2016-06-23,"3","31","S4","3102",460,5.845
"123",2016-06-23,"3","31","S4","3103",460,6.065
"124",2016-06-23,"3","31","S4","3104",460,5.665
"125",2016-06-23,"3","31","S4","3105",460,6.01
"126",2016-06-23,"3","31","S4","3106",460,6.375
"127",2016-06-23,"3","31","S4","3107",460,6.125
"128",2016-06-23,"3","31","S4","3108",460,5.64
"129",2016-06-23,"3","31","S4","3109",460,5.46
"130",2016-06-23,"3","31","S4","3110",460,6.26
"131",2016-06-23,"3","31","S4","3111",460,4.58
"132",2016-06-23,"3","31","S4","3112",460,4.515
"133",2016-06-23,"3","31","S4","3113",460,4.315
"134",2016-06-23,"3","31","S4","3114",460,4.645
"135",2016-06-23,"3","31","S4","3115",460,4.57
"136",2016-06-23,"3","31","S4","3116",460,4.61
"137",2016-06-23,"3","31","S4","3117",460,4.755
"138",2016-06-23,"3","31","S4","3118",460,4.655
"139",2016-06-23,"3","31","S4","3119",460,4.8
"140",2016-06-23,"3","31","S4","3120",460,4.73
"141",2016-06-23,"3","35","S2","3501",460,4.22
"142",2016-06-23,"3","35","S2","3502",460,4.35
"143",2016-06-23,"3","35","S2","3503",460,4.385
"144",2016-06-23,"3","35","S2","3504",460,4.635
"145",2016-06-23,"3","35","S2","3505",460,4.52
"146",2016-06-23,"3","35","S2","3506",460,4.57
"147",2016-06-23,"3","35","S2","3507",460,4.7
"148",2016-06-23,"3","35","S2","3508",460,4.755
"149",2016-06-23,"3","35","S2","3509",460,4.765
"150",2016-06-23,"3","35","S2","3510",460,4.99
"151",2016-06-23,"3","35","S2","3511",460,6.67
"152",2016-06-23,"3","35","S2","3512",460,6.16
"153",2016-06-23,"3","35","S2","3513",460,6.43
"154",2016-06-23,"3","35","S2","3514",460,6.22
"155",2016-06-23,"3","35","S2","3515",460,6.66
"156",2016-06-23,"3","35","S2","3516",460,6.46
"157",2016-06-23,"3","35","S2","3517",460,6.91
"158",2016-06-23,"3","35","S2","3518",460,6.56
"159",2016-06-23,"3","35","S2","3519",460,6.555
"160",2016-06-23,"3","35","S2","3520",460,6.57
"161",2016-06-23,"3","36","S3","3601",460,5.04
"162",2016-06-23,"3","36","S3","3602",460,4.95
"163",2016-06-23,"3","36","S3","3603",460,4.915
"164",2016-06-23,"3","36","S3","3604",460,4.525
"165",2016-06-23,"3","36","S3","3605",460,4.615
"166",2016-06-23,"3","36","S3","3606",460,4.615
"167",2016-06-23,"3","36","S3","3607",460,4.47
"168",2016-06-23,"3","36","S3","3608",460,4.31
"169",2016-06-23,"3","36","S3","3609",460,4.59
"170",2016-06-23,"3","36","S3","3610",460,4.97
"171",2016-06-23,"3","36","S3","3611",460,5.275
"172",2016-06-23,"3","36","S3","3612",460,5.31
"173",2016-06-23,"3","36","S3","3613",460,5.29
"174",2016-06-23,"3","36","S3","3614",460,5.36
"175",2016-06-23,"3","36","S3","3615",460,6
"176",2016-06-23,"3","36","S3","3616",460,5.73
"177",2016-06-23,"3","36","S3","3617",460,5.8
"178",2016-06-23,"3","36","S3","3618",460,5.83
"179",2016-06-23,"3","36","S3","3619",460,6.53
"180",2016-06-23,"3","36","S3","3620",460,7.06
"181",2016-06-23,"4","43","S4","4301",460,5.225
"182",2016-06-23,"4","43","S4","4302",460,5.25
"183",2016-06-23,"4","43","S4","4303",460,5.475
"184",2016-06-23,"4","43","S4","4304",460,5.515
"185",2016-06-23,"4","43","S4","4305",460,4.9
"186",2016-06-23,"4","43","S4","4306",460,5.805
"187",2016-06-23,"4","43","S4","4307",460,5.52
"188",2016-06-23,"4","43","S4","4308",460,5.535
"189",2016-06-23,"4","43","S4","4309",460,5.02
"190",2016-06-23,"4","43","S4","4310",460,5.84
"191",2016-06-23,"4","43","S4","4311",460,4.66
"192",2016-06-23,"4","43","S4","4312",460,4.41
"193",2016-06-23,"4","43","S4","4313",460,4.025
"194",2016-06-23,"4","43","S4","4314",460,4.365
"195",2016-06-23,"4","43","S4","4315",460,4.89
"196",2016-06-23,"4","43","S4","4316",460,4.76
"197",2016-06-23,"4","43","S4","4317",460,4.43
"198",2016-06-23,"4","43","S4","4318",460,4.52
"199",2016-06-23,"4","43","S4","4319",460,4.46
"200",2016-06-23,"4","43","S4","4320",460,4.855
"201",2016-06-23,"4","45","S2","4501",460,4.725
"202",2016-06-23,"4","45","S2","4502",460,4.45
"203",2016-06-23,"4","45","S2","4503",460,4.27
"204",2016-06-23,"4","45","S2","4504",460,4.375
"205",2016-06-23,"4","45","S2","4505",460,4.65
"206",2016-06-23,"4","45","S2","4506",460,4.5
"207",2016-06-23,"4","45","S2","4507",460,4.16
"208",2016-06-23,"4","45","S2","4508",460,4.35
"209",2016-06-23,"4","45","S2","4509",460,4.455
"210",2016-06-23,"4","45","S2","4510",460,4.075
"211",2016-06-23,"4","45","S2","4511",460,5.505
"212",2016-06-23,"4","45","S2","4512",460,5.82
"213",2016-06-23,"4","45","S2","4513",460,5.645
"214",2016-06-23,"4","45","S2","4514",460,5.665
"215",2016-06-23,"4","45","S2","4515",460,5.87
"216",2016-06-23,"4","45","S2","4516",460,5.845
"217",2016-06-23,"4","45","S2","4517",460,6.4
"218",2016-06-23,"4","45","S2","4518",460,5.76
"219",2016-06-23,"4","45","S2","4519",460,6.855
"220",2016-06-23,"4","45","S2","4520",460,7.37
"221",2016-06-23,"4","47","S3","4701",460,4.545
"222",2016-06-23,"4","47","S3","4702",460,4.535
"223",2016-06-23,"4","47","S3","4703",460,4.5
"224",2016-06-23,"4","47","S3","4704",460,4.46
"225",2016-06-23,"4","47","S3","4705",460,4.795
"226",2016-06-23,"4","47","S3","4706",460,5.05
"227",2016-06-23,"4","47","S3","4707",460,5.23
"228",2016-06-23,"4","47","S3","4708",460,4.77
"229",2016-06-23,"4","47","S3","4709",460,4.735
"230",2016-06-23,"4","47","S3","4710",460,5.335
"231",2016-06-23,"4","47","S3","4711",460,4.175
"232",2016-06-23,"4","47","S3","4712",460,4.17
"233",2016-06-23,"4","47","S3","4713",460,4.715
"234",2016-06-23,"4","47","S3","4714",460,4.675
"235",2016-06-23,"4","47","S3","4715",460,4.845
"236",2016-06-23,"4","47","S3","4716",460,4.62
"237",2016-06-23,"4","47","S3","4717",460,4.87
"238",2016-06-23,"4","47","S3","4718",460,4.345
"239",2016-06-23,"4","47","S3","4719",460,4.515
"240",2016-06-23,"4","47","S3","4720",460,4.48
"241",2016-06-30,"1","12","S4","1201",460,4.97
"242",2016-06-30,"1","12","S4","1202",460,3.975
"243",2016-06-30,"1","12","S4","1203",460,4.09
"244",2016-06-30,"1","12","S4","1204",460,4
"245",2016-06-30,"1","12","S4","1205",460,4.015
"246",2016-06-30,"1","12","S4","1206",460,3.85
"247",2016-06-30,"1","12","S4","1207",460,3.675
"248",2016-06-30,"1","12","S4","1208",460,3.79
"249",2016-06-30,"1","12","S4","1209",460,3.67
"250",2016-06-30,"1","12","S4","1210",460,3.57
"251",2016-06-30,"1","12","S4","1211",460,3.42
"252",2016-06-30,"1","12","S4","1212",460,3.34
"253",2016-06-30,"1","12","S4","1213",460,3.32
"254",2016-06-30,"1","12","S4","1214",460,3.415
"255",2016-06-30,"1","12","S4","1215",460,3.135
"256",2016-06-30,"1","12","S4","1216",460,3.255
"257",2016-06-30,"1","12","S4","1217",460,3.305
"258",2016-06-30,"1","12","S4","1218",460,3.14
"259",2016-06-30,"1","12","S4","1219",460,3.44
"260",2016-06-30,"1","12","S4","1220",460,2.895
"261",2016-06-30,"1","15","S3","1501",460,3.745
"262",2016-06-30,"1","15","S3","1502",460,3.81
"263",2016-06-30,"1","15","S3","1503",460,3.535
"264",2016-06-30,"1","15","S3","1504",460,3.765
"265",2016-06-30,"1","15","S3","1505",460,3.755
"266",2016-06-30,"1","15","S3","1506",460,3.795
"267",2016-06-30,"1","15","S3","1507",460,4
"268",2016-06-30,"1","15","S3","1508",460,3.855
"269",2016-06-30,"1","15","S3","1509",460,3.795
"270",2016-06-30,"1","15","S3","1510",460,3.645
"271",2016-06-30,"1","15","S3","1511",460,4.035
"272",2016-06-30,"1","15","S3","1512",460,3
"273",2016-06-30,"1","15","S3","1513",460,3.29
"274",2016-06-30,"1","15","S3","1514",460,3.035
"275",2016-06-30,"1","15","S3","1515",460,3.59
"276",2016-06-30,"1","15","S3","1516",460,3.455
"277",2016-06-30,"1","15","S3","1517",460,3.605
"278",2016-06-30,"1","15","S3","1518",460,3.64
"279",2016-06-30,"1","15","S3","1519",460,3.47
"280",2016-06-30,"1","15","S3","1520",460,3.48
"281",2016-06-30,"1","19","S2","1901",460,4.005
"282",2016-06-30,"1","19","S2","1902",460,3.725
"283",2016-06-30,"1","19","S2","1903",460,3.575
"284",2016-06-30,"1","19","S2","1904",460,3.305
"285",2016-06-30,"1","19","S2","1905",460,4.105
"286",2016-06-30,"1","19","S2","1906",460,3.66
"287",2016-06-30,"1","19","S2","1907",460,3.565
"288",2016-06-30,"1","19","S2","1908",460,3.735
"289",2016-06-30,"1","19","S2","1909",460,3.66
"290",2016-06-30,"1","19","S2","1910",460,3.425
"291",2016-06-30,"1","19","S2","1911",460,3.72
"292",2016-06-30,"1","19","S2","1912",460,4.575
"293",2016-06-30,"1","19","S2","1913",460,4.125
"294",2016-06-30,"1","19","S2","1914",460,4.615
"295",2016-06-30,"1","19","S2","1915",460,4.77
"296",2016-06-30,"1","19","S2","1916",460,4.205
"297",2016-06-30,"1","19","S2","1917",460,4.07
"298",2016-06-30,"1","19","S2","1918",460,3.775
"299",2016-06-30,"1","19","S2","1919",460,3.855
"300",2016-06-30,"1","19","S2","1920",460,3.885
"301",2016-06-30,"2","21","S4","2101",460,3.025
"302",2016-06-30,"2","21","S4","2102",460,2.485
"303",2016-06-30,"2","21","S4","2103",460,2.82
"304",2016-06-30,"2","21","S4","2104",460,2.935
"305",2016-06-30,"2","21","S4","2105",460,3.3
"306",2016-06-30,"2","21","S4","2106",460,3.705
"307",2016-06-30,"2","21","S4","2107",460,2.73
"308",2016-06-30,"2","21","S4","2108",460,2.69
"309",2016-06-30,"2","21","S4","2109",460,2.8
"310",2016-06-30,"2","21","S4","2110",460,2.74
"311",2016-06-30,"2","21","S4","2111",460,3.84
"312",2016-06-30,"2","21","S4","2112",460,4.105
"313",2016-06-30,"2","21","S4","2113",460,3.605
"314",2016-06-30,"2","21","S4","2114",460,3.935
"315",2016-06-30,"2","21","S4","2115",460,3.26
"316",2016-06-30,"2","21","S4","2116",460,3.12
"317",2016-06-30,"2","21","S4","2117",460,3.255
"318",2016-06-30,"2","21","S4","2118",460,3.75
"319",2016-06-30,"2","21","S4","2119",460,4.155
"320",2016-06-30,"2","21","S4","2120",460,3.51
"321",2016-06-30,"2","26","S3","2601",460,3.475
"322",2016-06-30,"2","26","S3","2602",460,3.035
"323",2016-06-30,"2","26","S3","2603",460,3.245
"324",2016-06-30,"2","26","S3","2604",460,3.34
"325",2016-06-30,"2","26","S3","2605",460,3.105
"326",2016-06-30,"2","26","S3","2606",460,2.98
"327",2016-06-30,"2","26","S3","2607",460,3.375
"328",2016-06-30,"2","26","S3","2608",460,3.05
"329",2016-06-30,"2","26","S3","2609",460,3.035
"330",2016-06-30,"2","26","S3","2610",460,3.17
"331",2016-06-30,"2","26","S3","2611",460,3.705
"332",2016-06-30,"2","26","S3","2612",460,3.455
"333",2016-06-30,"2","26","S3","2613",460,3.435
"334",2016-06-30,"2","26","S3","2614",460,3.795
"335",2016-06-30,"2","26","S3","2615",460,3.325
"336",2016-06-30,"2","26","S3","2616",460,3.31
"337",2016-06-30,"2","26","S3","2617",460,3.065
"338",2016-06-30,"2","26","S3","2618",460,2.975
"339",2016-06-30,"2","26","S3","2619",460,2.995
"340",2016-06-30,"2","26","S3","2620",460,2.755
"341",2016-06-30,"2","27","S2","2701",460,3.995
"342",2016-06-30,"2","27","S2","2702",460,3.55
"343",2016-06-30,"2","27","S2","2703",460,3.81
"344",2016-06-30,"2","27","S2","2704",460,4.255
"345",2016-06-30,"2","27","S2","2705",460,3.99
"346",2016-06-30,"2","27","S2","2706",460,4.375
"347",2016-06-30,"2","27","S2","2707",460,4.07
"348",2016-06-30,"2","27","S2","2708",460,4.655
"349",2016-06-30,"2","27","S2","2709",460,3.99
"350",2016-06-30,"2","27","S2","2710",460,4.225
"351",2016-06-30,"2","27","S2","2711",460,3.21
"352",2016-06-30,"2","27","S2","2712",460,3.06
"353",2016-06-30,"2","27","S2","2713",460,2.825
"354",2016-06-30,"2","27","S2","2714",460,2.885
"355",2016-06-30,"2","27","S2","2715",460,3.225
"356",2016-06-30,"2","27","S2","2716",460,3.13
"357",2016-06-30,"2","27","S2","2717",460,3.145
"358",2016-06-30,"2","27","S2","2718",460,2.82
"359",2016-06-30,"2","27","S2","2719",460,2.82
"360",2016-06-30,"2","27","S2","2720",460,3.275
"361",2016-06-30,"3","31","S4","3101",460,3.835
"362",2016-06-30,"3","31","S4","3102",460,4.14
"363",2016-06-30,"3","31","S4","3103",460,4.545
"364",2016-06-30,"3","31","S4","3104",460,4.405
"365",2016-06-30,"3","31","S4","3105",460,4.725
"366",2016-06-30,"3","31","S4","3106",460,4.92
"367",2016-06-30,"3","31","S4","3107",460,4.87
"368",2016-06-30,"3","31","S4","3108",460,4.47
"369",2016-06-30,"3","31","S4","3109",460,4.275
"370",2016-06-30,"3","31","S4","3110",460,5.115
"371",2016-06-30,"3","31","S4","3111",460,3.94
"372",2016-06-30,"3","31","S4","3112",460,3.655
"373",2016-06-30,"3","31","S4","3113",460,3.675
"374",2016-06-30,"3","31","S4","3114",460,3.785
"375",2016-06-30,"3","31","S4","3115",460,3.575
"376",2016-06-30,"3","31","S4","3116",460,3.765
"377",2016-06-30,"3","31","S4","3117",460,3.945
"378",2016-06-30,"3","31","S4","3118",460,3.77
"379",2016-06-30,"3","31","S4","3119",460,3.86
"380",2016-06-30,"3","31","S4","3120",460,3.91
"381",2016-06-30,"3","35","S2","3501",460,3.165
"382",2016-06-30,"3","35","S2","3502",460,3.345
"383",2016-06-30,"3","35","S2","3503",460,3.595
"384",2016-06-30,"3","35","S2","3504",460,3.77
"385",2016-06-30,"3","35","S2","3505",460,3.57
"386",2016-06-30,"3","35","S2","3506",460,3.62
"387",2016-06-30,"3","35","S2","3507",460,3.72
"388",2016-06-30,"3","35","S2","3508",460,3.45
"389",2016-06-30,"3","35","S2","3509",460,3.53
"390",2016-06-30,"3","35","S2","3510",460,4.08
"391",2016-06-30,"3","35","S2","3511",460,4.89
"392",2016-06-30,"3","35","S2","3512",460,4.595
"393",2016-06-30,"3","35","S2","3513",460,4.755
"394",2016-06-30,"3","35","S2","3514",460,4.175
"395",2016-06-30,"3","35","S2","3515",460,4.915
"396",2016-06-30,"3","35","S2","3516",460,4.27
"397",2016-06-30,"3","35","S2","3517",460,4.915
"398",2016-06-30,"3","35","S2","3518",460,4.765
"399",2016-06-30,"3","35","S2","3519",460,4.915
"400",2016-06-30,"3","35","S2","3520",460,5.105
"401",2016-06-30,"3","36","S3","3601",460,4.17
"402",2016-06-30,"3","36","S3","3602",460,4.065
"403",2016-06-30,"3","36","S3","3603",460,3.71
"404",2016-06-30,"3","36","S3","3604",460,3.295
"405",2016-06-30,"3","36","S3","3605",460,3.375
"406",2016-06-30,"3","36","S3","3606",460,3.61
"407",2016-06-30,"3","36","S3","3607",460,3.45
"408",2016-06-30,"3","36","S3","3608",460,3.365
"409",2016-06-30,"3","36","S3","3609",460,3.565
"410",2016-06-30,"3","36","S3","3610",460,3.9
"411",2016-06-30,"3","36","S3","3611",460,3.875
"412",2016-06-30,"3","36","S3","3612",460,4.03
"413",2016-06-30,"3","36","S3","3613",460,4.095
"414",2016-06-30,"3","36","S3","3614",460,3.9
"415",2016-06-30,"3","36","S3","3615",460,4.07
"416",2016-06-30,"3","36","S3","3616",460,3.84
"417",2016-06-30,"3","36","S3","3617",460,3.995
"418",2016-06-30,"3","36","S3","3618",460,3.93
"419",2016-06-30,"3","36","S3","3619",460,4.44
"420",2016-06-30,"3","36","S3","3620",460,4.995
"421",2016-06-30,"4","43","S4","4301",460,4.195
"422",2016-06-30,"4","43","S4","4302",460,4.19
"423",2016-06-30,"4","43","S4","4303",460,3.9
"424",2016-06-30,"4","43","S4","4304",460,4.04
"425",2016-06-30,"4","43","S4","4305",460,3.59
"426",2016-06-30,"4","43","S4","4306",460,4.01
"427",2016-06-30,"4","43","S4","4307",460,3.78
"428",2016-06-30,"4","43","S4","4308",460,3.715
"429",2016-06-30,"4","43","S4","4309",460,3.39
"430",2016-06-30,"4","43","S4","4310",460,4.03
"431",2016-06-30,"4","43","S4","4311",460,3.62
"432",2016-06-30,"4","43","S4","4312",460,3.525
"433",2016-06-30,"4","43","S4","4313",460,3.015
"434",2016-06-30,"4","43","S4","4314",460,3.52
"435",2016-06-30,"4","43","S4","4315",460,3.805
"436",2016-06-30,"4","43","S4","4316",460,3.665
"437",2016-06-30,"4","43","S4","4317",460,3.115
"438",2016-06-30,"4","43","S4","4318",460,3.26
"439",2016-06-30,"4","43","S4","4319",460,3.47
"440",2016-06-30,"4","43","S4","4320",460,3.92
"441",2016-06-30,"4","45","S2","4501",460,4.05
"442",2016-06-30,"4","45","S2","4502",460,3.85
"443",2016-06-30,"4","45","S2","4503",460,3.665
"444",2016-06-30,"4","45","S2","4504",460,3.865
"445",2016-06-30,"4","45","S2","4505",460,4.145
"446",2016-06-30,"4","45","S2","4506",460,4.02
"447",2016-06-30,"4","45","S2","4507",460,3.67
"448",2016-06-30,"4","45","S2","4508",460,3.735
"449",2016-06-30,"4","45","S2","4509",460,3.955
"450",2016-06-30,"4","45","S2","4510",460,3.505
"451",2016-06-30,"4","45","S2","4511",460,4.45
"452",2016-06-30,"4","45","S2","4512",460,4.745
"453",2016-06-30,"4","45","S2","4513",460,4.625
"454",2016-06-30,"4","45","S2","4514",460,4.405
"455",2016-06-30,"4","45","S2","4515",460,4.61
"456",2016-06-30,"4","45","S2","4516",460,4.61
"457",2016-06-30,"4","45","S2","4517",460,4.85
"458",2016-06-30,"4","45","S2","4518",460,4.445
"459",2016-06-30,"4","45","S2","4519",460,5.445
"460",2016-06-30,"4","45","S2","4520",460,6.005
"461",2016-06-30,"4","47","S3","4701",460,3.615
"462",2016-06-30,"4","47","S3","4702",460,3.55
"463",2016-06-30,"4","47","S3","4703",460,3.45
"464",2016-06-30,"4","47","S3","4704",460,3.235
"465",2016-06-30,"4","47","S3","4705",460,3.615
"466",2016-06-30,"4","47","S3","4706",460,3.715
"467",2016-06-30,"4","47","S3","4707",460,4.04
"468",2016-06-30,"4","47","S3","4708",460,3.485
"469",2016-06-30,"4","47","S3","4709",460,3.665
"470",2016-06-30,"4","47","S3","4710",460,4.05
"471",2016-06-30,"4","47","S3","4711",460,3.5
"472",2016-06-30,"4","47","S3","4712",460,3.46
"473",2016-06-30,"4","47","S3","4713",460,4.005
"474",2016-06-30,"4","47","S3","4714",460,4.145
"475",2016-06-30,"4","47","S3","4715",460,4.055
"476",2016-06-30,"4","47","S3","4716",460,3.93
"477",2016-06-30,"4","47","S3","4717",460,3.895
"478",2016-06-30,"4","47","S3","4718",460,3.685
"479",2016-06-30,"4","47","S3","4719",460,3.845
"480",2016-06-30,"4","47","S3","4720",460,3.855
"481",2016-07-06,"1","12","S4","1201",460,4.12
"482",2016-07-06,"1","12","S4","1202",460,3.23
"483",2016-07-06,"1","12","S4","1203",460,3.215
"484",2016-07-06,"1","12","S4","1204",460,3.255
"485",2016-07-06,"1","12","S4","1205",460,3.04
"486",2016-07-06,"1","12","S4","1206",460,2.945
"487",2016-07-06,"1","12","S4","1207",460,2.82
"488",2016-07-06,"1","12","S4","1208",460,2.935
"489",2016-07-06,"1","12","S4","1209",460,2.89
"490",2016-07-06,"1","12","S4","1210",460,2.595
"491",2016-07-06,"1","12","S4","1211",460,2.66
"492",2016-07-06,"1","12","S4","1212",460,2.76
"493",2016-07-06,"1","12","S4","1213",460,2.655
"494",2016-07-06,"1","12","S4","1214",460,2.725
"495",2016-07-06,"1","12","S4","1215",460,2.415
"496",2016-07-06,"1","12","S4","1216",460,2.705
"497",2016-07-06,"1","12","S4","1217",460,2.7
"498",2016-07-06,"1","12","S4","1218",460,2.715
"499",2016-07-06,"1","12","S4","1219",460,2.855
"500",2016-07-06,"1","12","S4","1220",460,2.45
"501",2016-07-06,"1","15","S3","1501",460,3.1
"502",2016-07-06,"1","15","S3","1502",460,3.03
"503",2016-07-06,"1","15","S3","1503",460,2.84
"504",2016-07-06,"1","15","S3","1504",460,2.99
"505",2016-07-06,"1","15","S3","1505",460,2.805
"506",2016-07-06,"1","15","S3","1506",460,2.865
"507",2016-07-06,"1","15","S3","1507",460,2.995
"508",2016-07-06,"1","15","S3","1508",460,2.805
"509",2016-07-06,"1","15","S3","1509",460,2.735
"510",2016-07-06,"1","15","S3","1510",460,2.715
"511",2016-07-06,"1","15","S3","1511",460,2.885
"512",2016-07-06,"1","15","S3","1512",460,2.24
"513",2016-07-06,"1","15","S3","1513",460,2.43
"514",2016-07-06,"1","15","S3","1514",460,2.36
"515",2016-07-06,"1","15","S3","1515",460,2.705
"516",2016-07-06,"1","15","S3","1516",460,2.695
"517",2016-07-06,"1","15","S3","1517",460,2.82
