"","DATE","Block","Plot","Treatment","Variety","Concentration","Wavelength","Reflectance"
"743",2018-08-18,3,301,"T5","Pioneer P20T79R2",0,510,2.97
"744",2018-08-18,3,302,"T6","Syngenta NK Soybean S24-K2",2,510,2.91
"745",2018-08-18,3,303,"T3","Pioneer P20T79R2",4,510,3.115
"746",2018-08-18,3,304,"T8","Syngenta NK Soybean S24-K2",4,510,2.75
"747",2018-08-18,3,305,"T9","Syngenta NK Soybean S24-K2",5,510,2.815
"748",2018-08-18,3,306,"T4","Pioneer P20T79R2",5,510,3.06
"749",2018-08-18,3,307,"T1","Pioneer P20T79R2",2,510,2.99
"750",2018-08-18,3,308,"T10","Syngenta NK Soybean S24-K2",0,510,2.825
"751",2018-08-18,3,309,"T7","Syngenta NK Soybean S24-K2",3,510,2.8
"752",2018-08-18,3,310,"T2","Pioneer P20T79R2",3,510,3.065
"753",2018-08-18,4,401,"T3","Pioneer P20T79R2",4,510,2.965
"754",2018-08-18,4,402,"T6","Syngenta NK Soybean S24-K2",2,510,2.83
"755",2018-08-18,4,403,"T5","Pioneer P20T79R2",0,510,2.945
"756",2018-08-18,4,404,"T2","Pioneer P20T79R2",3,510,3.035
"757",2018-08-18,4,405,"T1","Pioneer P20T79R2",2,510,3.08
"758",2018-08-18,4,406,"T4","Pioneer P20T79R2",5,510,3.015
"759",2018-08-18,4,407,"T10","Syngenta NK Soybean S24-K2",0,510,2.875
"760",2018-08-18,4,408,"T8","Syngenta NK Soybean S24-K2",4,510,2.85
"761",2018-08-18,4,409,"T7","Syngenta NK Soybean S24-K2",3,510,2.86
"762",2018-08-18,4,410,"T9","Syngenta NK Soybean S24-K2",5,510,2.76
"763",2018-08-18,5,501,"T10","Syngenta NK Soybean S24-K2",0,510,2.92
"764",2018-08-18,5,502,"T2","Pioneer P20T79R2",3,510,3.005
"765",2018-08-18,5,503,"T5","Pioneer P20T79R2",0,510,3.09
"766",2018-08-18,5,504,"T8","Syngenta NK Soybean S24-K2",4,510,2.8
"767",2018-08-18,5,505,"T7","Syngenta NK Soybean S24-K2",3,510,2.9
"768",2018-08-18,5,506,"T9","Syngenta NK Soybean S24-K2",5,510,2.85
"769",2018-08-18,5,507,"T6","Syngenta NK Soybean S24-K2",2,510,2.785
"770",2018-08-18,5,508,"T4","Pioneer P20T79R2",5,510,3.035
"771",2018-08-18,5,509,"T3","Pioneer P20T79R2",4,510,2.995
"772",2018-08-18,5,510,"T1","Pioneer P20T79R2",2,510,3.065
"773",2018-08-18,6,601,"T3","Pioneer P20T79R2",4,510,3.02
"774",2018-08-18,6,602,"T6","Syngenta NK Soybean S24-K2",2,510,2.795
"775",2018-08-18,6,603,"T1","Pioneer P20T79R2",2,510,3.055
"776",2018-08-18,6,604,"T5","Pioneer P20T79R2",0,510,3
"777",2018-08-18,6,605,"T8","Syngenta NK Soybean S24-K2",4,510,2.825
"778",2018-08-18,6,606,"T7","Syngenta NK Soybean S24-K2",3,510,2.785
"779",2018-08-18,6,607,"T4","Pioneer P20T79R2",5,510,3.005
"780",2018-08-18,6,608,"T9","Syngenta NK Soybean S24-K2",5,510,2.785
"781",2018-08-18,6,609,"T2","Pioneer P20T79R2",3,510,3.08
"782",2018-08-18,6,610,"T10","Syngenta NK Soybean S24-K2",0,510,2.69
"783",2018-08-25,1,101,"T8","Syngenta NK Soybean S24-K2",4,510,3.3
"784",2018-08-25,1,102,"T6","Syngenta NK Soybean S24-K2",2,510,3.445
"785",2018-08-25,1,103,"T4","Pioneer P20T79R2",5,510,3.885
"786",2018-08-25,1,104,"T7","Syngenta NK Soybean S24-K2",3,510,3.35
"787",2018-08-25,1,105,"T9","Syngenta NK Soybean S24-K2",5,510,3.885
"788",2018-08-25,1,106,"T2","Pioneer P20T79R2",3,510,3.075
"789",2018-08-25,1,107,"T5","Pioneer P20T79R2",0,510,3.305
"790",2018-08-25,1,108,"T3","Pioneer P20T79R2",4,510,3.605
"791",2018-08-25,1,109,"T10","Syngenta NK Soybean S24-K2",0,510,3.9
"792",2018-08-25,1,110,"T1","Pioneer P20T79R2",2,510,3.215
"793",2018-08-25,2,201,"T9","Syngenta NK Soybean S24-K2",5,510,3.29
"794",2018-08-25,2,202,"T2","Pioneer P20T79R2",3,510,4.045
"795",2018-08-25,2,203,"T1","Pioneer P20T79R2",2,510,3.5
"796",2018-08-25,2,204,"T5","Pioneer P20T79R2",0,510,3.78
"797",2018-08-25,2,205,"T8","Syngenta NK Soybean S24-K2",4,510,3.715
"798",2018-08-25,2,206,"T6","Syngenta NK Soybean S24-K2",2,510,3.385
"799",2018-08-25,2,207,"T7","Syngenta NK Soybean S24-K2",3,510,4.205
"800",2018-08-25,2,208,"T4","Pioneer P20T79R2",5,510,3.44
"801",2018-08-25,2,209,"T3","Pioneer P20T79R2",4,510,3.675
"802",2018-08-25,2,210,"T10","Syngenta NK Soybean S24-K2",0,510,3.705
"803",2018-08-25,3,301,"T5","Pioneer P20T79R2",0,510,4.005
"804",2018-08-25,3,302,"T6","Syngenta NK Soybean S24-K2",2,510,3.695
"805",2018-08-25,3,303,"T3","Pioneer P20T79R2",4,510,4.195
"806",2018-08-25,3,304,"T8","Syngenta NK Soybean S24-K2",4,510,4.09
"807",2018-08-25,3,305,"T9","Syngenta NK Soybean S24-K2",5,510,3.46
"808",2018-08-25,3,306,"T4","Pioneer P20T79R2",5,510,3.27
"809",2018-08-25,3,307,"T1","Pioneer P20T79R2",2,510,3.665
"810",2018-08-25,3,308,"T10","Syngenta NK Soybean S24-K2",0,510,3.73
"811",2018-08-25,3,309,"T7","Syngenta NK Soybean S24-K2",3,510,3.3
"812",2018-08-25,3,310,"T2","Pioneer P20T79R2",3,510,2.98
"813",2018-08-25,4,401,"T3","Pioneer P20T79R2",4,510,3.71
"814",2018-08-25,4,402,"T6","Syngenta NK Soybean S24-K2",2,510,3.545
"815",2018-08-25,4,403,"T5","Pioneer P20T79R2",0,510,3.36
"816",2018-08-25,4,404,"T2","Pioneer P20T79R2",3,510,3.66
"817",2018-08-25,4,405,"T1","Pioneer P20T79R2",2,510,3.875
"818",2018-08-25,4,406,"T4","Pioneer P20T79R2",5,510,4.195
"819",2018-08-25,4,407,"T10","Syngenta NK Soybean S24-K2",0,510,3.71
"820",2018-08-25,4,408,"T8","Syngenta NK Soybean S24-K2",4,510,3.595
"821",2018-08-25,4,409,"T7","Syngenta NK Soybean S24-K2",3,510,3.405
"822",2018-08-25,4,410,"T9","Syngenta NK Soybean S24-K2",5,510,3.9
"823",2018-08-25,5,501,"T10","Syngenta NK Soybean S24-K2",0,510,3.655
"824",2018-08-25,5,502,"T2","Pioneer P20T79R2",3,510,3.32
"825",2018-08-25,5,503,"T5","Pioneer P20T79R2",0,510,4.055
"826",2018-08-25,5,504,"T8","Syngenta NK Soybean S24-K2",4,510,4.375
"827",2018-08-25,5,505,"T7","Syngenta NK Soybean S24-K2",3,510,4.03
"828",2018-08-25,5,506,"T9","Syngenta NK Soybean S24-K2",5,510,3.755
"829",2018-08-25,5,507,"T6","Syngenta NK Soybean S24-K2",2,510,3.535
"830",2018-08-25,5,508,"T4","Pioneer P20T79R2",5,510,3.11
"831",2018-08-25,5,509,"T3","Pioneer P20T79R2",4,510,3.445
"832",2018-08-25,5,510,"T1","Pioneer P20T79R2",2,510,3.375
"833",2018-08-25,6,601,"T3","Pioneer P20T79R2",4,510,4.055
"834",2018-08-25,6,602,"T6","Syngenta NK Soybean S24-K2",2,510,4.265
"835",2018-08-25,6,603,"T1","Pioneer P20T79R2",2,510,3.39
"836",2018-08-25,6,604,"T5","Pioneer P20T79R2",0,510,3.68
"837",2018-08-25,6,605,"T8","Syngenta NK Soybean S24-K2",4,510,3.655
"838",2018-08-25,6,606,"T7","Syngenta NK Soybean S24-K2",3,510,3.71
"839",2018-08-25,6,607,"T4","Pioneer P20T79R2",5,510,3.755
"840",2018-08-25,6,608,"T9","Syngenta NK Soybean S24-K2",5,510,4.33
"841",2018-08-25,6,609,"T2","Pioneer P20T79R2",3,510,3.955
"842",2018-08-25,6,610,"T10","Syngenta NK Soybean S24-K2",0,510,4.05
"843",2018-06-29,1,101,"T8","Syngenta NK Soybean S24-K2",4,560,6.59
"844",2018-06-29,1,102,"T6","Syngenta NK Soybean S24-K2",2,560,6.24
"845",2018-06-29,1,103,"T4","Pioneer P20T79R2",5,560,6.76
"846",2018-06-29,1,104,"T7","Syngenta NK Soybean S24-K2",3,560,5.97
"847",2018-06-29,1,105,"T9","Syngenta NK Soybean S24-K2",5,560,6.72
"848",2018-06-29,1,106,"T2","Pioneer P20T79R2",3,560,6.855
"849",2018-06-29,1,107,"T5","Pioneer P20T79R2",0,560,6.535
"850",2018-06-29,1,108,"T3","Pioneer P20T79R2",4,560,6.705
"851",2018-06-29,1,109,"T10","Syngenta NK Soybean S24-K2",0,560,7.05
"852",2018-06-29,1,110,"T1","Pioneer P20T79R2",2,560,7.155
"853",2018-06-29,2,201,"T9","Syngenta NK Soybean S24-K2",5,560,6.535
"854",2018-06-29,2,202,"T2","Pioneer P20T79R2",3,560,6.46
"855",2018-06-29,2,203,"T1","Pioneer P20T79R2",2,560,5.78
"856",2018-06-29,2,204,"T5","Pioneer P20T79R2",0,560,6.34
"857",2018-06-29,2,205,"T8","Syngenta NK Soybean S24-K2",4,560,6.645
"858",2018-06-29,2,206,"T6","Syngenta NK Soybean S24-K2",2,560,7.57
"859",2018-06-29,2,207,"T7","Syngenta NK Soybean S24-K2",3,560,6.68
"860",2018-06-29,2,208,"T4","Pioneer P20T79R2",5,560,6.725
"861",2018-06-29,2,209,"T3","Pioneer P20T79R2",4,560,8.41
"862",2018-06-29,2,210,"T10","Syngenta NK Soybean S24-K2",0,560,7.45
"863",2018-06-29,3,301,"T5","Pioneer P20T79R2",0,560,7.005
"864",2018-06-29,3,302,"T6","Syngenta NK Soybean S24-K2",2,560,6.875
"865",2018-06-29,3,303,"T3","Pioneer P20T79R2",4,560,6.8
"866",2018-06-29,3,304,"T8","Syngenta NK Soybean S24-K2",4,560,6.22
"867",2018-06-29,3,305,"T9","Syngenta NK Soybean S24-K2",5,560,7
"868",2018-06-29,3,306,"T4","Pioneer P20T79R2",5,560,6.69
"869",2018-06-29,3,307,"T1","Pioneer P20T79R2",2,560,6.48
"870",2018-06-29,3,308,"T10","Syngenta NK Soybean S24-K2",0,560,6.39
"871",2018-06-29,3,309,"T7","Syngenta NK Soybean S24-K2",3,560,7.03
"872",2018-06-29,3,310,"T2","Pioneer P20T79R2",3,560,7.14
"873",2018-06-29,4,401,"T3","Pioneer P20T79R2",4,560,6.365
"874",2018-06-29,4,402,"T6","Syngenta NK Soybean S24-K2",2,560,6.475
"875",2018-06-29,4,403,"T5","Pioneer P20T79R2",0,560,6.065
"876",2018-06-29,4,404,"T2","Pioneer P20T79R2",3,560,6.135
"877",2018-06-29,4,405,"T1","Pioneer P20T79R2",2,560,7.29
"878",2018-06-29,4,406,"T4","Pioneer P20T79R2",5,560,7.315
"879",2018-06-29,4,407,"T10","Syngenta NK Soybean S24-K2",0,560,6.3
"880",2018-06-29,4,408,"T8","Syngenta NK Soybean S24-K2",4,560,6.435
"881",2018-06-29,4,409,"T7","Syngenta NK Soybean S24-K2",3,560,7.145
"882",2018-06-29,4,410,"T9","Syngenta NK Soybean S24-K2",5,560,8.01
"883",2018-06-29,5,501,"T10","Syngenta NK Soybean S24-K2",0,560,6.59
"884",2018-06-29,5,502,"T2","Pioneer P20T79R2",3,560,7.16
"885",2018-06-29,5,503,"T5","Pioneer P20T79R2",0,560,6.6
"886",2018-06-29,5,504,"T8","Syngenta NK Soybean S24-K2",4,560,6.405
"887",2018-06-29,5,505,"T7","Syngenta NK Soybean S24-K2",3,560,6.975
"888",2018-06-29,5,506,"T9","Syngenta NK Soybean S24-K2",5,560,7.55
"889",2018-06-29,5,507,"T6","Syngenta NK Soybean S24-K2",2,560,6.72
"890",2018-06-29,5,508,"T4","Pioneer P20T79R2",5,560,6.655
"891",2018-06-29,5,509,"T3","Pioneer P20T79R2",4,560,7.92
"892",2018-06-29,5,510,"T1","Pioneer P20T79R2",2,560,7.245
"893",2018-06-29,6,601,"T3","Pioneer P20T79R2",4,560,7.19
"894",2018-06-29,6,602,"T6","Syngenta NK Soybean S24-K2",2,560,6.86
"895",2018-06-29,6,603,"T1","Pioneer P20T79R2",2,560,6.755
"896",2018-06-29,6,604,"T5","Pioneer P20T79R2",0,560,6.98
"897",2018-06-29,6,605,"T8","Syngenta NK Soybean S24-K2",4,560,6.965
"898",2018-06-29,6,606,"T7","Syngenta NK Soybean S24-K2",3,560,7.28
"899",2018-06-29,6,607,"T4","Pioneer P20T79R2",5,560,7.135
"900",2018-06-29,6,608,"T9","Syngenta NK Soybean S24-K2",5,560,7.225
"901",2018-06-29,6,609,"T2","Pioneer P20T79R2",3,560,7.51
"902",2018-06-29,6,610,"T10","Syngenta NK Soybean S24-K2",0,560,7.845
"903",2018-07-21,1,101,"T8","Syngenta NK Soybean S24-K2",4,560,4.565
"904",2018-07-21,1,102,"T6","Syngenta NK Soybean S24-K2",2,560,4.5
"905",2018-07-21,1,103,"T4","Pioneer P20T79R2",5,560,4.8
"906",2018-07-21,1,104,"T7","Syngenta NK Soybean S24-K2",3,560,4.3
"907",2018-07-21,1,105,"T9","Syngenta NK Soybean S24-K2",5,560,4.59
"908",2018-07-21,1,106,"T2","Pioneer P20T79R2",3,560,4.94
"909",2018-07-21,1,107,"T5","Pioneer P20T79R2",0,560,5.005
"910",2018-07-21,1,108,"T3","Pioneer P20T79R2",4,560,4.925
"911",2018-07-21,1,109,"T10","Syngenta NK Soybean S24-K2",0,560,4.65
"912",2018-07-21,1,110,"T1","Pioneer P20T79R2",2,560,5.03
"913",2018-07-21,2,201,"T9","Syngenta NK Soybean S24-K2",5,560,4.355
"914",2018-07-21,2,202,"T2","Pioneer P20T79R2",3,560,4.7
"915",2018-07-21,2,203,"T1","Pioneer P20T79R2",2,560,4.615
"916",2018-07-21,2,204,"T5","Pioneer P20T79R2",0,560,4.62
"917",2018-07-21,2,205,"T8","Syngenta NK Soybean S24-K2",4,560,4.315
"918",2018-07-21,2,206,"T6","Syngenta NK Soybean S24-K2",2,560,4.645
"919",2018-07-21,2,207,"T7","Syngenta NK Soybean S24-K2",3,560,4.645
"920",2018-07-21,2,208,"T4","Pioneer P20T79R2",5,560,5.175
"921",2018-07-21,2,209,"T3","Pioneer P20T79R2",4,560,5.395
"922",2018-07-21,2,210,"T10","Syngenta NK Soybean S24-K2",0,560,4.66
"923",2018-07-21,3,301,"T5","Pioneer P20T79R2",0,560,4.845
"924",2018-07-21,3,302,"T6","Syngenta NK Soybean S24-K2",2,560,4.605
"925",2018-07-21,3,303,"T3","Pioneer P20T79R2",4,560,4.885
"926",2018-07-21,3,304,"T8","Syngenta NK Soybean S24-K2",4,560,4.595
"927",2018-07-21,3,305,"T9","Syngenta NK Soybean S24-K2",5,560,4.65
"928",2018-07-21,3,306,"T4","Pioneer P20T79R2",5,560,5.1
"929",2018-07-21,3,307,"T1","Pioneer P20T79R2",2,560,4.9
"930",2018-07-21,3,308,"T10","Syngenta NK Soybean S24-K2",0,560,4.86
"931",2018-07-21,3,309,"T7","Syngenta NK Soybean S24-K2",3,560,4.685
"932",2018-07-21,3,310,"T2","Pioneer P20T79R2",3,560,5.365
"933",2018-07-21,4,401,"T3","Pioneer P20T79R2",4,560,5.065
"934",2018-07-21,4,402,"T6","Syngenta NK Soybean S24-K2",2,560,4.515
"935",2018-07-21,4,403,"T5","Pioneer P20T79R2",0,560,4.885
"936",2018-07-21,4,404,"T2","Pioneer P20T79R2",3,560,5.305
"937",2018-07-21,4,405,"T1","Pioneer P20T79R2",2,560,5.13
"938",2018-07-21,4,406,"T4","Pioneer P20T79R2",5,560,5.42
"939",2018-07-21,4,407,"T10","Syngenta NK Soybean S24-K2",0,560,4.625
"940",2018-07-21,4,408,"T8","Syngenta NK Soybean S24-K2",4,560,4.515
"941",2018-07-21,4,409,"T7","Syngenta NK Soybean S24-K2",3,560,4.795
"942",2018-07-21,4,410,"T9","Syngenta NK Soybean S24-K2",5,560,5.12
"943",2018-07-21,5,501,"T10","Syngenta NK Soybean S24-K2",0,560,4.485
"944",2018-07-21,5,502,"T2","Pioneer P20T79R2",3,560,5.03
"945",2018-07-21,5,503,"T5","Pioneer P20T79R2",0,560,5.09
"946",2018-07-21,5,504,"T8","Syngenta NK Soybean S24-K2",4,560,4.24
"947",2018-07-21,5,505,"T7","Syngenta NK Soybean S24-K2",3,560,5.215
"948",2018-07-21,5,506,"T9","Syngenta NK Soybean S24-K2",5,560,4.725
"949",2018-07-21,5,507,"T6","Syngenta NK Soybean S24-K2",2,560,4.575
"950",2018-07-21,5,508,"T4","Pioneer P20T79R2",5,560,5.12
"951",2018-07-21,5,509,"T3","Pioneer P20T79R2",4,560,5.54
"952",2018-07-21,5,510,"T1","Pioneer P20T79R2",2,560,5.255
"953",2018-07-21,6,601,"T3","Pioneer P20T79R2",4,560,5.105
"954",2018-07-21,6,602,"T6","Syngenta NK Soybean S24-K2",2,560,4.685
"955",2018-07-21,6,603,"T1","Pioneer P20T79R2",2,560,4.97
"956",2018-07-21,6,604,"T5","Pioneer P20T79R2",0,560,5.055
"957",2018-07-21,6,605,"T8","Syngenta NK Soybean S24-K2",4,560,4.915
"958",2018-07-21,6,606,"T7","Syngenta NK Soybean S24-K2",3,560,4.955
"959",2018-07-21,6,607,"T4","Pioneer P20T79R2",5,560,5.12
"960",2018-07-21,6,608,"T9","Syngenta NK Soybean S24-K2",5,560,4.585
"961",2018-07-21,6,609,"T2","Pioneer P20T79R2",3,560,5.105
"962",2018-07-21,6,610,"T10","Syngenta NK Soybean S24-K2",0,560,4.73
"963",2018-07-29,1,101,"T8","Syngenta NK Soybean S24-K2",4,560,3.505
"964",2018-07-29,1,102,"T6","Syngenta NK Soybean S24-K2",2,560,3.525
"965",2018-07-29,1,103,"T4","Pioneer P20T79R2",5,560,3.485
"966",2018-07-29,1,104,"T7","Syngenta NK Soybean S24-K2",3,560,3.38
"967",2018-07-29,1,105,"T9","Syngenta NK Soybean S24-K2",5,560,3.62
"968",2018-07-29,1,106,"T2","Pioneer P20T79R2",3,560,3.68
"969",2018-07-29,1,107,"T5","Pioneer P20T79R2",0,560,3.61
"970",2018-07-29,1,108,"T3","Pioneer P20T79R2",4,560,3.65
"971",2018-07-29,1,109,"T10","Syngenta NK Soybean S24-K2",0,560,3.54
"972",2018-07-29,1,110,"T1","Pioneer P20T79R2",2,560,3.73
"973",2018-07-29,2,201,"T9","Syngenta NK Soybean S24-K2",5,560,3.34
"974",2018-07-29,2,202,"T2","Pioneer P20T79R2",3,560,3.415
"975",2018-07-29,2,203,"T1","Pioneer P20T79R2",2,560,3.455
"976",2018-07-29,2,204,"T5","Pioneer P20T79R2",0,560,3.415
"977",2018-07-29,2,205,"T8","Syngenta NK Soybean S24-K2",4,560,3.6
"978",2018-07-29,2,206,"T6","Syngenta NK Soybean S24-K2",2,560,3.715
"979",2018-07-29,2,207,"T7","Syngenta NK Soybean S24-K2",3,560,3.59
"980",2018-07-29,2,208,"T4","Pioneer P20T79R2",5,560,4.08
"981",2018-07-29,2,209,"T3","Pioneer P20T79R2",4,560,3.865
"982",2018-07-29,2,210,"T10","Syngenta NK Soybean S24-K2",0,560,3.585
"983",2018-07-29,3,301,"T5","Pioneer P20T79R2",0,560,3.48
"984",2018-07-29,3,302,"T6","Syngenta NK Soybean S24-K2",2,560,3.465
"985",2018-07-29,3,303,"T3","Pioneer P20T79R2",4,560,3.535
"986",2018-07-29,3,304,"T8","Syngenta NK Soybean S24-K2",4,560,3.425
"987",2018-07-29,3,305,"T9","Syngenta NK Soybean S24-K2",5,560,3.71
"988",2018-07-29,3,306,"T4","Pioneer P20T79R2",5,560,3.805
"989",2018-07-29,3,307,"T1","Pioneer P20T79R2",2,560,3.85
"990",2018-07-29,3,308,"T10","Syngenta NK Soybean S24-K2",0,560,3.49
"991",2018-07-29,3,309,"T7","Syngenta NK Soybean S24-K2",3,560,3.53
"992",2018-07-29,3,310,"T2","Pioneer P20T79R2",3,560,3.72
"993",2018-07-29,4,401,"T3","Pioneer P20T79R2",4,560,3.415
"994",2018-07-29,4,402,"T6","Syngenta NK Soybean S24-K2",2,560,3.445
"995",2018-07-29,4,403,"T5","Pioneer P20T79R2",0,560,3.48
"996",2018-07-29,4,404,"T2","Pioneer P20T79R2",3,560,3.44
"997",2018-07-29,4,405,"T1","Pioneer P20T79R2",2,560,3.8
"998",2018-07-29,4,406,"T4","Pioneer P20T79R2",5,560,3.79
"999",2018-07-29,4,407,"T10","Syngenta NK Soybean S24-K2",0,560,3.405
"1000",2018-07-29,4,408,"T8","Syngenta NK Soybean S24-K2",4,560,3.39
"1001",2018-07-29,4,409,"T7","Syngenta NK Soybean S24-K2",3,560,3.605
"1002",2018-07-29,4,410,"T9","Syngenta NK Soybean S24-K2",5,560,3.89
"1003",2018-07-29,5,501,"T10","Syngenta NK Soybean S24-K2",0,560,3.445
"1004",2018-07-29,5,502,"T2","Pioneer P20T79R2",3,560,3.565
"1005",2018-07-29,5,503,"T5","Pioneer P20T79R2",0,560,3.53
"1006",2018-07-29,5,504,"T8","Syngenta NK Soybean S24-K2",4,560,3.325
"1007",2018-07-29,5,505,"T7","Syngenta NK Soybean S24-K2",3,560,3.74
"1008",2018-07-29,5,506,"T9","Syngenta NK Soybean S24-K2",5,560,3.665
"1009",2018-07-29,5,507,"T6","Syngenta NK Soybean S24-K2",2,560,3.52
"1010",2018-07-29,5,508,"T4","Pioneer P20T79R2",5,560,3.62
"1011",2018-07-29,5,509,"T3","Pioneer P20T79R2",4,560,3.885
"1012",2018-07-29,5,510,"T1","Pioneer P20T79R2",2,560,3.885
"1013",2018-07-29,6,601,"T3","Pioneer P20T79R2",4,560,3.77
"1014",2018-07-29,6,602,"T6","Syngenta NK Soybean S24-K2",2,560,3.435
"1015",2018-07-29,6,603,"T1","Pioneer P20T79R2",2,560,3.58
"1016",2018-07-29,6,604,"T5","Pioneer P20T79R2",0,560,3.57
"1017",2018-07-29,6,605,"T8","Syngenta NK Soybean S24-K2",4,560,3.745
"1018",2018-07-29,6,606,"T7","Syngenta NK Soybean S24-K2",3,560,3.6
"1019",2018-07-29,6,607,"T4","Pioneer P20T79R2",5,560,3.68
"1020",2018-07-29,6,608,"T9","Syngenta NK Soybean S24-K2",5,560,3.735
"1021",2018-07-29,6,609,"T2","Pioneer P20T79R2",3,560,3.6
"1022",2018-07-29,6,610,"T10","Syngenta NK Soybean S24-K2",0,560,3.73
"1023",2018-08-03,1,101,"T8","Syngenta NK Soybean S24-K2",4,560,4.19
"1024",2018-08-03,1,102,"T6","Syngenta NK Soybean S24-K2",2,560,4.165
"1025",2018-08-03,1,103,"T4","Pioneer P20T79R2",5,560,4.27
"1026",2018-08-03,1,104,"T7","Syngenta NK Soybean S24-K2",3,560,4.09
"1027",2018-08-03,1,105,"T9","Syngenta NK Soybean S24-K2",5,560,4.065
"1028",2018-08-03,1,106,"T2","Pioneer P20T79R2",3,560,4.35
"1029",2018-08-03,1,107,"T5","Pioneer P20T79R2",0,560,4.305
"1030",2018-08-03,1,108,"T3","Pioneer P20T79R2",4,560,4.42
"1031",2018-08-03,1,109,"T10","Syngenta NK Soybean S24-K2",0,560,4.14
"1032",2018-08-03,1,110,"T1","Pioneer P20T79R2",2,560,4.425
"1033",2018-08-03,2,201,"T9","Syngenta NK Soybean S24-K2",5,560,4.06
"1034",2018-08-03,2,202,"T2","Pioneer P20T79R2",3,560,4.36
"1035",2018-08-03,2,203,"T1","Pioneer P20T79R2",2,560,4.365
"1036",2018-08-03,2,204,"T5","Pioneer P20T79R2",0,560,4.495
"1037",2018-08-03,2,205,"T8","Syngenta NK Soybean S24-K2",4,560,4.13
"1038",2018-08-03,2,206,"T6","Syngenta NK Soybean S24-K2",2,560,4.215
"1039",2018-08-03,2,207,"T7","Syngenta NK Soybean S24-K2",3,560,4.07
"1040",2018-08-03,2,208,"T4","Pioneer P20T79R2",5,560,4.555
"1041",2018-08-03,2,209,"T3","Pioneer P20T79R2",4,560,4.34
"1042",2018-08-03,2,210,"T10","Syngenta NK Soybean S24-K2",0,560,4.115
"1043",2018-08-03,3,301,"T5","Pioneer P20T79R2",0,560,4.31
"1044",2018-08-03,3,302,"T6","Syngenta NK Soybean S24-K2",2,560,4.22
"1045",2018-08-03,3,303,"T3","Pioneer P20T79R2",4,560,4.43
"1046",2018-08-03,3,304,"T8","Syngenta NK Soybean S24-K2",4,560,4.165
"1047",2018-08-03,3,305,"T9","Syngenta NK Soybean S24-K2",5,560,4.22
"1048",2018-08-03,3,306,"T4","Pioneer P20T79R2",5,560,4.4
"1049",2018-08-03,3,307,"T1","Pioneer P20T79R2",2,560,4.49
"1050",2018-08-03,3,308,"T10","Syngenta NK Soybean S24-K2",0,560,4.14
"1051",2018-08-03,3,309,"T7","Syngenta NK Soybean S24-K2",3,560,3.975
"1052",2018-08-03,3,310,"T2","Pioneer P20T79R2",3,560,4.275
"1053",2018-08-03,4,401,"T3","Pioneer P20T79R2",4,560,4.515
"1054",2018-08-03,4,402,"T6","Syngenta NK Soybean S24-K2",2,560,4.115
"1055",2018-08-03,4,403,"T5","Pioneer P20T79R2",0,560,4.305
"1056",2018-08-03,4,404,"T2","Pioneer P20T79R2",3,560,4.335
"1057",2018-08-03,4,405,"T1","Pioneer P20T79R2",2,560,4.415
"1058",2018-08-03,4,406,"T4","Pioneer P20T79R2",5,560,4.425
"1059",2018-08-03,4,407,"T10","Syngenta NK Soybean S24-K2",0,560,4.08
"1060",2018-08-03,4,408,"T8","Syngenta NK Soybean S24-K2",4,560,4.13
"1061",2018-08-03,4,409,"T7","Syngenta NK Soybean S24-K2",3,560,4.08
"1062",2018-08-03,4,410,"T9","Syngenta NK Soybean S24-K2",5,560,4.25
"1063",2018-08-03,5,501,"T10","Syngenta NK Soybean S24-K2",0,560,4.155
"1064",2018-08-03,5,502,"T2","Pioneer P20T79R2",3,560,4.34
"1065",2018-08-03,5,503,"T5","Pioneer P20T79R2",0,560,4.375
"1066",2018-08-03,5,504,"T8","Syngenta NK Soybean S24-K2",4,560,4.02
"1067",2018-08-03,5,505,"T7","Syngenta NK Soybean S24-K2",3,560,4.355
"1068",2018-08-03,5,506,"T9","Syngenta NK Soybean S24-K2",5,560,4.03
"1069",2018-08-03,5,507,"T6","Syngenta NK Soybean S24-K2",2,560,4.61
"1070",2018-08-03,5,508,"T4","Pioneer P20T79R2",5,560,4.295
"1071",2018-08-03,5,508,"T6","Syngenta NK Soybean S24-K2",2,560,4.25
"1072",2018-08-03,5,509,"T3","Pioneer P20T79R2",4,560,4.355
"1073",2018-08-03,5,510,"T1","Pioneer P20T79R2",2,560,4.445
"1074",2018-08-03,6,601,"T3","Pioneer P20T79R2",4,560,4.435
"1075",2018-08-03,6,602,"T6","Syngenta NK Soybean S24-K2",2,560,4.175
"1076",2018-08-03,6,603,"T1","Pioneer P20T79R2",2,560,4.7
"1077",2018-08-03,6,604,"T5","Pioneer P20T79R2",0,560,4.325
"1078",2018-08-03,6,605,"T8","Syngenta NK Soybean S24-K2",4,560,4.345
"1079",2018-08-03,6,606,"T7","Syngenta NK Soybean S24-K2",3,560,4.025
"1080",2018-08-03,6,607,"T4","Pioneer P20T79R2",5,560,4.285
"1081",2018-08-03,6,608,"T9","Syngenta NK Soybean S24-K2",5,560,4.14
"1082",2018-08-03,6,609,"T2","Pioneer P20T79R2",3,560,4.365
"1083",2018-08-03,6,610,"T10","Syngenta NK Soybean S24-K2",0,560,4.035
"1084",2018-08-11,1,101,"T8","Syngenta NK Soybean S24-K2",4,560,4.92
